FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14465429,14465429,POINT (16.308940912881138 48.15966126987599),Kirchfeldgasse,Kirchfeldgasse,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kirchfeldgasse&start=1,
OEFFHALTESTOGD.14465430,14465430,POINT (16.308940912881138 48.15966126987599),Kirchfeldgasse,Kirchfeldgasse,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kirchfeldgasse&start=1,
OEFFHALTESTOGD.14465431,14465431,POINT (16.30806961267925 48.15927186923714),Kirchfeldgasse,Kirchfeldgasse,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kirchfeldgasse&start=1,
OEFFHALTESTOGD.14465432,14465432,POINT (16.30806961267925 48.15927186923714),Kirchfeldgasse,Kirchfeldgasse,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kirchfeldgasse&start=1,
OEFFHALTESTOGD.14465433,14465433,POINT (16.345430512983533 48.155160969219985),Jungbauerweg,Jungbauerweg,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Jungbauerweg&start=1,
OEFFHALTESTOGD.14465434,14465434,POINT (16.345430512983533 48.155160969219985),Jungbauerweg,Jungbauerweg,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Jungbauerweg&start=1,
OEFFHALTESTOGD.14465435,14465435,POINT (16.345089112585132 48.155388669886676),Jungbauerweg,Jungbauerweg,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Jungbauerweg&start=1,
OEFFHALTESTOGD.14465436,14465436,POINT (16.345089112585132 48.155388669886676),Jungbauerweg,Jungbauerweg,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Jungbauerweg&start=1,
OEFFHALTESTOGD.14465437,14465437,POINT (16.30179031215639 48.1542020698137),Kunerolgasse,Kunerolgasse,"62A,64A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kunerolgasse&start=1,
OEFFHALTESTOGD.14465438,14465438,POINT (16.30179031215639 48.1542020698137),Kunerolgasse,Kunerolgasse,"62A,64A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kunerolgasse&start=1,
OEFFHALTESTOGD.14465439,14465439,POINT (16.302113711747694 48.1542140695251),Kunerolgasse,Kunerolgasse,"62A,64A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Kunerolgasse&start=1,
OEFFHALTESTOGD.14465440,14465440,POINT (16.302113711747694 48.1542140695251),Kunerolgasse,Kunerolgasse,"62A,64A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Kunerolgasse&start=1,
OEFFHALTESTOGD.14465441,14465441,POINT (16.37340401311498 48.1752508696865),Quellenplatz,Quellenplatz,"11,N65,N67,O",,10,https://anachb.vor.at?P=SQ&input=Wien%20Quellenplatz&start=1,
OEFFHALTESTOGD.14465442,14465442,POINT (16.37340401311498 48.1752508696865),Quellenplatz,Quellenplatz,"11,N65,N67,O",,11,https://anachb.vor.at?P=SQ&input=Wien%20Quellenplatz&start=1,
OEFFHALTESTOGD.14465443,14465443,POINT (16.369586211988576 48.169122269953334),Laxenburger StraÃŸe/TroststraÃŸe,Laxenburger StraÃŸe/TroststraÃŸe,"65A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20StraÃŸe/TroststraÃŸe&start=1,
OEFFHALTESTOGD.14465444,14465444,POINT (16.369586211988576 48.169122269953334),Laxenburger StraÃŸe/TroststraÃŸe,Laxenburger StraÃŸe/TroststraÃŸe,"65A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20StraÃŸe/TroststraÃŸe&start=1,
OEFFHALTESTOGD.14465445,14465445,POINT (16.36884061246448 48.16940386989749),Laxenburger StraÃŸe/TroststraÃŸe,Laxenburger StraÃŸe/TroststraÃŸe,"11,65A,N65,O",,10,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20StraÃŸe/TroststraÃŸe&start=1,
OEFFHALTESTOGD.14465446,14465446,POINT (16.36884061246448 48.16940386989749),Laxenburger StraÃŸe/TroststraÃŸe,Laxenburger StraÃŸe/TroststraÃŸe,"11,65A,N65,O",,11,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20StraÃŸe/TroststraÃŸe&start=1,
OEFFHALTESTOGD.14465447,14465447,POINT (16.363522612399503 48.1652517692731),RaxstraÃŸe (Neilreichgasse),RaxstraÃŸe (Neilreichgasse),N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20RaxstraÃŸe&start=1,
OEFFHALTESTOGD.14465448,14465448,POINT (16.363522612399503 48.1652517692731),RaxstraÃŸe (Neilreichgasse),RaxstraÃŸe (Neilreichgasse),N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20RaxstraÃŸe&start=1,
OEFFHALTESTOGD.14465449,14465449,POINT (16.36346871224248 48.16592286926834),RaxstraÃŸe (Neilreichgasse),RaxstraÃŸe (Neilreichgasse),N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20RaxstraÃŸe&start=1,
OEFFHALTESTOGD.14465450,14465450,POINT (16.36346871224248 48.16592286926834),RaxstraÃŸe (Neilreichgasse),RaxstraÃŸe (Neilreichgasse),N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20RaxstraÃŸe&start=1,
OEFFHALTESTOGD.14465451,14465451,POINT (16.291738211827923 48.14145356931592),Leopoldigasse,Leopoldigasse,"60A,62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.14465452,14465452,POINT (16.291738211827923 48.14145356931592),Leopoldigasse,Leopoldigasse,"60A,62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.14465453,14465453,POINT (16.291720212133093 48.141903169252934),Leopoldigasse,Leopoldigasse,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.14465454,14465454,POINT (16.291720212133093 48.141903169252934),Leopoldigasse,Leopoldigasse,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Leopoldigasse&start=1,
OEFFHALTESTOGD.14465455,14465455,POINT (16.34324761316424 48.15691676955892),Grohnergasse,Grohnergasse,"16A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Grohnergasse&start=1,
OEFFHALTESTOGD.14465456,14465456,POINT (16.34324761316424 48.15691676955892),Grohnergasse,Grohnergasse,"16A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Grohnergasse&start=1,
OEFFHALTESTOGD.14465457,14465457,POINT (16.377482412058715 48.17315416999829),Reumannplatz (Davidgasse),Reumannplatz (Davidgasse),"7A,N65,N67,N68",,10,https://anachb.vor.at?P=SQ&input=Wien%20Reumannplatz&start=1,
OEFFHALTESTOGD.14465458,14465458,POINT (16.377482412058715 48.17315416999829),Reumannplatz (Davidgasse),Reumannplatz (Davidgasse),"7A,N65,N67,N68",,11,https://anachb.vor.at?P=SQ&input=Wien%20Reumannplatz&start=1,
OEFFHALTESTOGD.14465459,14465459,POINT (16.283267112563923 48.135039169468754),Liesing,Liesing,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14465460,14465460,POINT (16.283267112563923 48.135039169468754),Liesing,Liesing,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Liesing&start=1,
OEFFHALTESTOGD.14465461,14465461,POINT (16.377194912507875 48.175340670023886),Reumannplatz (QuellenstraÃŸe),Reumannplatz (QuellenstraÃŸe),"11,6,N6,N65,N67,N68",,10,https://anachb.vor.at?P=SQ&input=Wien%20Reumannplatz&start=1,
OEFFHALTESTOGD.14465462,14465462,POINT (16.377194912507875 48.175340670023886),Reumannplatz (QuellenstraÃŸe),Reumannplatz (QuellenstraÃŸe),"11,6,N6,N65,N67,N68",,11,https://anachb.vor.at?P=SQ&input=Wien%20Reumannplatz&start=1,
OEFFHALTESTOGD.14465463,14465463,POINT (16.358689612334626 48.15564037005635),FrÃ¶denplatz,FrÃ¶denplatz,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20FrÃ¶denplatz&start=1,
OEFFHALTESTOGD.14465464,14465464,POINT (16.358689612334626 48.15564037005635),FrÃ¶denplatz,FrÃ¶denplatz,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20FrÃ¶denplatz&start=1,
OEFFHALTESTOGD.14465465,14465465,POINT (16.358321312168545 48.15555047004041),FrÃ¶denplatz,FrÃ¶denplatz,N65,,10,https://anachb.vor.at?P=SQ&input=Wien%20FrÃ¶denplatz&start=1,
OEFFHALTESTOGD.14465466,14465466,POINT (16.358321312168545 48.15555047004041),FrÃ¶denplatz,FrÃ¶denplatz,N65,,11,https://anachb.vor.at?P=SQ&input=Wien%20FrÃ¶denplatz&start=1,
OEFFHALTESTOGD.14465467,14465467,POINT (16.305123112419405 48.15715647007782),Gregorygasse,Gregorygasse,"62A,64A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gregorygasse&start=1,
OEFFHALTESTOGD.14465468,14465468,POINT (16.305123112419405 48.15715647007782),Gregorygasse,Gregorygasse,"62A,64A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gregorygasse&start=1,
OEFFHALTESTOGD.14465469,14465469,POINT (16.305769912892405 48.15736026996081),Gregorygasse,Gregorygasse,"62A,N65",,10,https://anachb.vor.at?P=SQ&input=Wien%20Gregorygasse&start=1,
OEFFHALTESTOGD.14465470,14465470,POINT (16.305769912892405 48.15736026996081),Gregorygasse,Gregorygasse,"62A,N65",,11,https://anachb.vor.at?P=SQ&input=Wien%20Gregorygasse&start=1,
OEFFHALTESTOGD.14457888,14457888,POINT (16.24457207140817 48.20343420189548),Samptwandnergasse,Samptwandnergasse,"450,451,453,50A,N49",,3,https://anachb.vor.at?P=SQ&input=Wien%20Samptwandnergasse&start=1,
OEFFHALTESTOGD.14457889,14457889,POINT (16.24512907191456 48.203565901219164),Samptwandnergasse,Samptwandnergasse,"450,49A",,3,https://anachb.vor.at?P=SQ&input=Wien%20Samptwandnergasse&start=1,
OEFFHALTESTOGD.14457890,14457890,POINT (16.245088712299886 48.203565869265105),Samptwandnergasse,Samptwandnergasse,"450,49A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Samptwandnergasse&start=1,
OEFFHALTESTOGD.14457891,14457891,POINT (16.39896111213213 48.24682266987632),Sandrockgasse,Sandrockgasse,20A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sandrockgasse&start=1,
OEFFHALTESTOGD.14457892,14457892,POINT (16.401683012042433 48.1908056697202),Viehmarktgasse,Viehmarktgasse,18,,1,https://anachb.vor.at?P=SQ&input=Wien%20Viehmarktgasse&start=1,
OEFFHALTESTOGD.14457893,14457893,POINT (16.40068591245221 48.19063807010024),Viehmarktgasse,Viehmarktgasse,74A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Viehmarktgasse&start=1,
OEFFHALTESTOGD.14457894,14457894,POINT (16.292618512335586 48.172728769306836),St.-Hemma-Kirche,St.-Hemma-Kirche,"56A,56B",,2,https://anachb.vor.at?P=SQ&input=Wien%20St.-Hemma-Kirche&start=1,
OEFFHALTESTOGD.14457895,14457895,POINT (16.293004811875146 48.17254907004866),St.-Hemma-Kirche,St.-Hemma-Kirche,"56A,56B",,2,https://anachb.vor.at?P=SQ&input=Wien%20St.-Hemma-Kirche&start=1,
OEFFHALTESTOGD.14457896,14457896,POINT (16.260755312416016 48.16254946965278),St.-Hubertus-Platz,St.-Hubertus-Platz,56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20St.-Hubertus-Platz&start=1,
OEFFHALTESTOGD.14457897,14457897,POINT (16.26089901169706 48.16244166946199),St.-Hubertus-Platz,St.-Hubertus-Platz,56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20St.-Hubertus-Platz&start=1,
OEFFHALTESTOGD.14457898,14457898,POINT (16.439322412446227 48.266057469305004),St.-Michael-Gasse (Julius-Ficker-StraÃŸe),St.-Michael-Gasse (Julius-Ficker-StraÃŸe),28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20St.-Michael-Gasse&start=1,
OEFFHALTESTOGD.14457899,14457899,POINT (16.440023112744107 48.26597976995459),St.-Michael-Gasse (Julius-Ficker-StraÃŸe),St.-Michael-Gasse (Julius-Ficker-StraÃŸe),28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20St.-Michael-Gasse&start=1,
OEFFHALTESTOGD.14457900,14457900,POINT (16.353757912942623 48.20409876929517),St.-Ulrichs-Platz,St.-Ulrichs-Platz,"13A,48A",,2,https://anachb.vor.at?P=SQ&input=Wien%20St.-Ulrichs-Platz&start=1,
OEFFHALTESTOGD.14457901,14457901,POINT (16.339043512191395 48.246254369630655),Sauerburggasse,Sauerburggasse,39A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sauerburggasse&start=1,
OEFFHALTESTOGD.14457902,14457902,POINT (16.33897161231008 48.24615866981561),Sauerburggasse,Sauerburggasse,39A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sauerburggasse&start=1,
OEFFHALTESTOGD.14457903,14457903,POINT (16.357405011974965 48.18225316974356),Scalagasse,Scalagasse,14A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Scalagasse&start=1,
OEFFHALTESTOGD.14457904,14457904,POINT (16.301233412741915 48.23602986991245),Schafbergbad,Schafbergbad,42A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Schafbergbad&start=1,
OEFFHALTESTOGD.14457905,14457905,POINT (16.29773891240004 48.23789666929289),SchafberghÃ¶he,SchafberghÃ¶he,42A,,2,https://anachb.vor.at?P=SQ&input=Wien%20SchafberghÃ¶he&start=1,
OEFFHALTESTOGD.14457906,14457906,POINT (16.31672931277042 48.192919669574195),Linzer StraÃŸe,Linzer StraÃŸe,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Linzer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14457907,14457907,POINT (16.314860812760227 48.19267416969792),Linzer StraÃŸe,Linzer StraÃŸe,"10,49,52",,1,https://anachb.vor.at?P=SQ&input=Wien%20Linzer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14457908,14457908,POINT (16.315884912323728 48.19180576991944),Linzer StraÃŸe/JohnstraÃŸe (SchloÃŸallee),Linzer StraÃŸe/JohnstraÃŸe (SchloÃŸallee),10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Linzer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14457909,14457909,POINT (16.314869812440424 48.192787869354795),Linzer StraÃŸe,Linzer StraÃŸe,"10,49,52",,1,https://anachb.vor.at?P=SQ&input=Wien%20Linzer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14457910,14457910,POINT (16.48288623697073 48.28655221812172),Schattenfrohgasse,Schattenfrohgasse,"25B,511",,3,https://anachb.vor.at?P=SQ&input=Wien%20Schattenfrohgasse&start=1,
OEFFHALTESTOGD.14457911,14457911,POINT (16.482562837222602 48.286641918346945),Schattenfrohgasse,Schattenfrohgasse,"25B,511",,3,https://anachb.vor.at?P=SQ&input=Wien%20Schattenfrohgasse&start=1,
OEFFHALTESTOGD.14457912,14457912,POINT (16.331695311936265 48.17273476950547),"Meidling, Schedifkaplatz (Pottendorfer StraÃŸe)","Meidling, Schedifkaplatz (Pottendorfer StraÃŸe)",7B,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.14457913,14457913,POINT (16.33202761252306 48.17255506922286),"Meidling, Schedifkaplatz (WurmbstraÃŸe)","Meidling, Schedifkaplatz (WurmbstraÃŸe)",15A,,2,"https://anachb.vor.at?P=SQ&input=Wien%20Meidling,%20Schedifkaplatz&start=1",
OEFFHALTESTOGD.14457914,14457914,POINT (16.41815811225252 48.16261546993747),SchemmerlstraÃŸe/Hasenleitengasse,SchemmerlstraÃŸe/Hasenleitengasse,72A,,2,https://anachb.vor.at?P=SQ&input=Wien%20SchemmerlstraÃŸe/Hasenleitengasse&start=1,
OEFFHALTESTOGD.14457915,14457915,POINT (16.401458413012403 48.19076376942244),Viehmarktgasse,Viehmarktgasse,18,,1,https://anachb.vor.at?P=SQ&input=Wien%20Viehmarktgasse&start=1,
OEFFHALTESTOGD.14457916,14457916,POINT (16.407728712472757 48.21296486992246),SÃ¼dportalstraÃŸe,SÃ¼dportalstraÃŸe,82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20SÃ¼dportalstraÃŸe&start=1,
OEFFHALTESTOGD.14457917,14457917,POINT (16.524069512259768 48.212342269874405),SchlachthammerstraÃŸe,SchlachthammerstraÃŸe,88B,,2,https://anachb.vor.at?P=SQ&input=Wien%20SchlachthammerstraÃŸe&start=1,
OEFFHALTESTOGD.14457918,14457918,POINT (16.364313113082897 48.218603369883645),Schlickgasse,Schlickgasse,"1,D,N38",,1,https://anachb.vor.at?P=SQ&input=Wien%20Schlickgasse&start=1,
OEFFHALTESTOGD.14457919,14457919,POINT (16.364402913086284 48.2186333698488),Schlickgasse,Schlickgasse,"1,D,N38",,1,https://anachb.vor.at?P=SQ&input=Wien%20Schlickgasse&start=1,
OEFFHALTESTOGD.14457920,14457920,POINT (16.39936081694859 48.2601550472299),Angerer StraÃŸe,Angerer StraÃŸe,"501,502",,3,https://anachb.vor.at?P=SQ&input=Wien%20Angerer%20StraÃŸe&start=1,
OEFFHALTESTOGD.14457921,14457921,POINT (16.306569412520584 48.149233669790796),Schloss Alterlaa,Schloss Alterlaa,64A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Alterlaa&start=1,
OEFFHALTESTOGD.14457922,14457922,POINT (16.378973612163183 48.19211116925807),Schloss Belvedere,Schloss Belvedere,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Belvedere&start=1,
OEFFHALTESTOGD.14457923,14457923,POINT (16.379350913010907 48.19172796972824),Schloss Belvedere,Schloss Belvedere,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Belvedere&start=1,
OEFFHALTESTOGD.14457924,14457924,POINT (16.308527712081265 48.167282969759235),Schloss Hetzendorf,Schloss Hetzendorf,"16A,62",,1,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Hetzendorf&start=1,
OEFFHALTESTOGD.14457925,14457925,POINT (16.308527712081265 48.167282969759235),Schloss Hetzendorf,Schloss Hetzendorf,"16A,62",,2,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Hetzendorf&start=1,
OEFFHALTESTOGD.14457926,14457926,POINT (16.309587712830407 48.16725896994405),Schloss Hetzendorf,Schloss Hetzendorf,"16A,62",,1,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Hetzendorf&start=1,
OEFFHALTESTOGD.14457927,14457927,POINT (16.309587712830407 48.16725896994405),Schloss Hetzendorf,Schloss Hetzendorf,"16A,62",,2,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Hetzendorf&start=1,
OEFFHALTESTOGD.14457928,14457928,POINT (16.22189857982972 48.214557209496796),Schloss Laudon,Schloss Laudon,450,,3,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Laudon&start=1,
OEFFHALTESTOGD.14457929,14457929,POINT (16.22138658094979 48.21477860985852),Schloss Laudon,Schloss Laudon,450,,3,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20Laudon&start=1,
OEFFHALTESTOGD.14457930,14457930,POINT (16.31353131240526 48.18827846965573),Schloss SchÃ¶nbrunn (SchloÃŸallee),Schloss SchÃ¶nbrunn (SchloÃŸallee),"10,52,60",,1,https://anachb.vor.at?P=SQ&input=Wien%20Schloss%20SchÃ¶nbrunn&start=1,
OEFFHALTESTOGD.14458283,14458283,POINT (16.46094491260173 48.197542469608514),Dampfkraftwerk,Dampfkraftwerk,92B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dampfkraftwerk&start=1,
OEFFHALTESTOGD.14458284,14458284,POINT (16.488460312531046 48.208726570062886),Danzergasse,Danzergasse,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Danzergasse&start=1,
OEFFHALTESTOGD.14458285,14458285,POINT (16.48842431286077 48.20884026959855),Danzergasse,Danzergasse,93A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Danzergasse&start=1,
OEFFHALTESTOGD.14458286,14458286,POINT (16.53126501284785 48.244346069994855),Daphneweg (Telephonweg),Daphneweg (Telephonweg),89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Daphneweg&start=1,
OEFFHALTESTOGD.14458287,14458287,POINT (16.530294813506575 48.24457336984586),Daphneweg (Algenweg),Daphneweg (Algenweg),89A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Daphneweg&start=1,
OEFFHALTESTOGD.14458288,14458288,POINT (16.33499211218683 48.2466731701058),Daringergasse,Daringergasse,39A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Daringergasse&start=1,
OEFFHALTESTOGD.14458289,14458289,POINT (16.33449801301756 48.2465774697424),Daringergasse,Daringergasse,39A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Daringergasse&start=1,
OEFFHALTESTOGD.14458290,14458290,POINT (16.356416912439183 48.17564626926427),Davidgasse,Davidgasse,1,,1,https://anachb.vor.at?P=SQ&input=Wien%20Davidgasse&start=1,
OEFFHALTESTOGD.14458291,14458291,POINT (16.35664151247572 48.17538866931804),Davidgasse,Davidgasse,7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Davidgasse&start=1,
OEFFHALTESTOGD.14458292,14458292,POINT (16.356129412591308 48.17520896964925),Davidgasse,Davidgasse,1,,1,https://anachb.vor.at?P=SQ&input=Wien%20Davidgasse&start=1,
OEFFHALTESTOGD.14458293,14458293,POINT (16.356928912291522 48.17514306989097),Davidgasse,Davidgasse,7A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Davidgasse&start=1,
OEFFHALTESTOGD.14458294,14458294,POINT (16.543311412368226 48.21690947012126),DeindorfstraÃŸe,DeindorfstraÃŸe,98A,,2,https://anachb.vor.at?P=SQ&input=Wien%20DeindorfstraÃŸe&start=1,
OEFFHALTESTOGD.14458295,14458295,POINT (16.279880412967817 48.15796547004837),DeiÃŸenhofergasse,DeiÃŸenhofergasse,58B,,2,https://anachb.vor.at?P=SQ&input=Wien%20DeiÃŸenhofergasse&start=1,
OEFFHALTESTOGD.14458296,14458296,POINT (16.280545212444995 48.15848086939424),DeiÃŸenhofergasse,DeiÃŸenhofergasse,58B,,2,https://anachb.vor.at?P=SQ&input=Wien%20DeiÃŸenhofergasse&start=1,
OEFFHALTESTOGD.14458297,14458297,POINT (16.39609551276426 48.19659036978389),Eslarngasse,Eslarngasse,74A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Eslarngasse&start=1,
OEFFHALTESTOGD.14458298,14458298,POINT (16.35898152225498 48.14047646186546),Laxenburger StraÃŸe/HeizwerkstraÃŸe,Laxenburger StraÃŸe/HeizwerkstraÃŸe,"120,200,210",,3,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20StraÃŸe/HeizwerkstraÃŸe&start=1,
OEFFHALTESTOGD.14458299,14458299,POINT (16.358792821634054 48.139241561590204),Laxenburger StraÃŸe/HeizwerkstraÃŸe,Laxenburger StraÃŸe/HeizwerkstraÃŸe,"120,200,210",,3,https://anachb.vor.at?P=SQ&input=Wien%20Laxenburger%20StraÃŸe/HeizwerkstraÃŸe&start=1,
OEFFHALTESTOGD.14458300,14458300,POINT (16.379175743014624 48.29337805425432),Dirnelwiese,Dirnelwiese,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Dirnelwiese&start=1,
OEFFHALTESTOGD.14458301,14458301,POINT (16.379517041869157 48.292361954460674),Dirnelwiese,Dirnelwiese,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Dirnelwiese&start=1,
OEFFHALTESTOGD.14458302,14458302,POINT (16.331416813114345 48.14373136986122),Dobrowskygasse,Dobrowskygasse,65A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dobrowskygasse&start=1,
OEFFHALTESTOGD.14458303,14458303,POINT (16.332575612903092 48.14323386955276),Dobrowskygasse,Dobrowskygasse,65A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Dobrowskygasse&start=1,
OEFFHALTESTOGD.14458304,14458304,POINT (16.39920371196999 48.25694937001944),Floridsdorf (Franz-Jonas-Platz),Floridsdorf (Franz-Jonas-Platz),"25,26,27,30,31,5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.14458305,14458305,POINT (16.398965614013946 48.256596447522554),Floridsdorf (Franz-Jonas-Platz),Floridsdorf (Franz-Jonas-Platz),G3,,3,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.14458306,14458306,POINT (16.399594415196002 48.25749364761402),Floridsdorf (Franz-Jonas-Platz),Floridsdorf (Franz-Jonas-Platz),850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.14458307,14458307,POINT (16.40069491275083 48.25732016967547),Floridsdorf (SchloÃŸhofer StraÃŸe),Floridsdorf (SchloÃŸhofer StraÃŸe),"25,26,27,N20",,1,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.14458308,14458308,POINT (16.399006012652777 48.25550796978689),Floridsdorf (Schleife),Floridsdorf (Schleife),"25,26,27,30,31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.14458309,14458309,POINT (16.399423714555756 48.25726634737663),Floridsdorf (Franz-Jonas-Platz),Floridsdorf (Franz-Jonas-Platz),"151,501,502",,3,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.14458310,14458310,POINT (16.401018212713815 48.257074969501396),Floridsdorf (SchloÃŸhofer StraÃŸe),Floridsdorf (SchloÃŸhofer StraÃŸe),"25,26,27,29A,29B,33A,N20,N30,N31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
OEFFHALTESTOGD.14458311,14458311,POINT (16.39953601249182 48.25720056991363),Floridsdorf (Franz-Jonas-Platz),Floridsdorf (Franz-Jonas-Platz),"26,27,30,31,5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Floridsdorf&start=1,
