rbl;station;linie;richtung;geplant;tatsaechlich;countdown;timestamp_abruf
4631;Alterlaa;U6;SIEBENHIRTEN;2026-02-07T16:06:46.000+0100;2026-02-07T16:06:46.000+0100;2;2026-02-07T16:05:02.556266
4650;Jägerstraße;U6;SIEBENHIRTEN;2026-02-07T16:07:46.000+0100;2026-02-07T16:07:46.000+0100;3;2026-02-07T16:05:02.556277
4647;Neue Donau;U6;SIEBENHIRTEN;2026-02-07T16:08:46.000+0100;2026-02-07T16:08:46.000+0100;4;2026-02-07T16:05:02.556290
4632;Erlaaer Straße;U6;SIEBENHIRTEN;2026-02-07T16:04:46.000+0100;2026-02-07T16:04:46.000+0100;0;2026-02-07T16:05:02.556301
4651;Spittelau;U6;SIEBENHIRTEN;2026-02-07T16:05:46.000+0100;2026-02-07T16:05:46.000+0100;1;2026-02-07T16:05:02.556313
4648;Handelskai;U6;SIEBENHIRTEN;2026-02-07T16:04:46.000+0100;2026-02-07T16:04:46.000+0100;0;2026-02-07T16:05:02.556324
4629;Tscherttegasse;U6;SIEBENHIRTEN;2026-02-07T16:10:46.000+0100;2026-02-07T16:10:46.000+0100;6;2026-02-07T16:05:02.556345
4923;Neubaugasse;U3;SIMMERING        ;2026-02-07T16:04:56.000+0100;2026-02-07T16:04:56.000+0100;0;2026-02-07T16:05:10.678443
4912;Stubentor;U3;SIMMERING        ;2026-02-07T16:06:56.000+0100;2026-02-07T16:06:56.000+0100;2;2026-02-07T16:05:10.678455
4916;Schlachthausgasse;U3;SIMMERING        ;2026-02-07T16:04:56.000+0100;2026-02-07T16:04:56.000+0100;0;2026-02-07T16:05:10.678468
4931;Ottakring;U3;SIMMERING        ;2026-02-07T16:06:56.000+0100;2026-02-07T16:06:56.000+0100;2;2026-02-07T16:05:10.678480
4936;Enkplatz;U3;SIMMERING        ;2026-02-07T16:09:56.000+0100;2026-02-07T16:09:56.000+0100;5;2026-02-07T16:05:10.678493
4927;Schweglerstraße;U3;SIMMERING        ;2026-02-07T16:06:56.000+0100;2026-02-07T16:06:56.000+0100;2;2026-02-07T16:05:10.678509
4913;Landstraße;U3;SIMMERING     ;2026-02-07T16:07:56.000+0100;2026-02-07T16:07:56.000+0100;3;2026-02-07T16:05:10.678520
4917;Erdberg;U3;SIMMERING        ;2026-02-07T16:04:56.000+0100;2026-02-07T16:04:56.000+0100;0;2026-02-07T16:05:10.678531
4932;Kendlerstraße;U3;SIMMERING        ;2026-02-07T16:07:56.000+0100;2026-02-07T16:07:56.000+0100;3;2026-02-07T16:05:10.678543
4921;Westbahnhof;U3;SIMMERING     ;2026-02-07T16:07:56.000+0100;2026-02-07T16:07:56.000+0100;3;2026-02-07T16:05:10.678555
4933;Hütteldorfer Straße;U3;SIMMERING        ;2026-02-07T16:08:56.000+0100;2026-02-07T16:08:56.000+0100;4;2026-02-07T16:05:10.678566
4914;Rochusgasse;U3;SIMMERING        ;2026-02-07T16:08:56.000+0100;2026-02-07T16:08:56.000+0100;4;2026-02-07T16:05:10.678580
4934;Gasometer;U3;SIMMERING        ;2026-02-07T16:06:56.000+0100;2026-02-07T16:06:56.000+0100;2;2026-02-07T16:05:10.678592
4922;Zieglergasse;U3;SIMMERING        ;2026-02-07T16:09:56.000+0100;2026-02-07T16:09:56.000+0100;5;2026-02-07T16:05:10.678605
4935;Zippererstraße;U3;SIMMERING        ;2026-02-07T16:07:56.000+0100;2026-02-07T16:07:56.000+0100;3;2026-02-07T16:05:10.678617
4926;Johnstraße;U3;SIMMERING        ;2026-02-07T16:04:56.000+0100;2026-02-07T16:04:56.000+0100;0;2026-02-07T16:05:10.678629
4911;Stephansplatz;U3;SIMMERING     ;2026-02-07T16:04:56.000+0100;2026-02-07T16:04:56.000+0100;0;2026-02-07T16:05:10.678641
4915;Kardinal-Nagl-Platz;U3;SIMMERING        ;2026-02-07T16:10:56.000+0100;2026-02-07T16:10:56.000+0100;6;2026-02-07T16:05:10.678657
4924;Schweglerstraße;U3;OTTAKRING;2026-02-07T16:06:56.000+0100;2026-02-07T16:06:56.000+0100;2;2026-02-07T16:05:10.678669
4939;Enkplatz;U3;OTTAKRING        ;2026-02-07T16:06:56.000+0100;2026-02-07T16:06:56.000+0100;2;2026-02-07T16:05:10.678681
4918;Neubaugasse;U3;OTTAKRING        ;2026-02-07T16:07:56.000+0100;2026-02-07T16:07:56.000+0100;3;2026-02-07T16:05:10.678693
4925;Johnstraße;U3;OTTAKRING        ;2026-02-07T16:05:56.000+0100;2026-02-07T16:05:56.000+0100;1;2026-02-07T16:05:10.678704
4940;Zippererstraße;U3;OTTAKRING        ;2026-02-07T16:07:56.000+0100;2026-02-07T16:07:56.000+0100;3;2026-02-07T16:05:10.678715
4919;Zieglergasse;U3;OTTAKRING        ;2026-02-07T16:09:56.000+0100;2026-02-07T16:09:56.000+0100;5;2026-02-07T16:05:10.678727
4941;Gasometer;U3;OTTAKRING        ;2026-02-07T16:08:56.000+0100;2026-02-07T16:08:56.000+0100;4;2026-02-07T16:05:10.678739
4928;Hütteldorfer Straße;U3;OTTAKRING        ;2026-02-07T16:07:56.000+0100;2026-02-07T16:07:56.000+0100;3;2026-02-07T16:05:10.678751
4920;Westbahnhof;U3;OTTAKRING;2026-02-07T16:04:56.000+0100;2026-02-07T16:04:56.000+0100;0;2026-02-07T16:05:10.678762
4929;Kendlerstraße;U3;OTTAKRING        ;2026-02-07T16:08:56.000+0100;2026-02-07T16:08:56.000+0100;4;2026-02-07T16:05:10.678774
4938;Simmering;U3;OTTAKRING        ;2026-02-07T16:04:56.000+0100;2026-02-07T16:04:56.000+0100;0;2026-02-07T16:05:10.678785
