rbl;station;linie;richtung;geplant;tatsaechlich;countdown;timestamp_abruf
4922;Zieglergasse;U3;SIMMERING        ;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563678
4911;Stephansplatz;U3;SIMMERING;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563687
4909;Volkstheater;U3;SIMMERING     ;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563697
4936;Enkplatz;U3;SIMMERING;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.563707
4934;Gasometer;U3;SIMMERING;2026-02-12T17:40:45.000+0100;2026-02-12T17:40:45.000+0100;1;2026-02-12T17:39:52.563716
4916;Schlachthausgasse;U3;SIMMERING;2026-02-12T17:46:45.000+0100;2026-02-12T17:46:45.000+0100;7;2026-02-12T17:39:52.563726
4926;Johnstraße;U3;SIMMERING;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563735
4914;Rochusgasse;U3;SIMMERING;2026-02-12T17:43:45.000+0100;2026-02-12T17:43:45.000+0100;4;2026-02-12T17:39:52.563746
4923;Neubaugasse;U3;SIMMERING        ;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.563755
4932;Kendlerstraße;U3;SIMMERING        ;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563765
4912;Stubentor;U3;SIMMERING;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.563775
4921;Westbahnhof;U3;SIMMERING;2026-02-12T17:42:45.000+0100;2026-02-12T17:42:45.000+0100;3;2026-02-12T17:39:52.563784
4935;Zippererstraße;U3;SIMMERING;2026-02-12T17:40:45.000+0100;2026-02-12T17:40:45.000+0100;1;2026-02-12T17:39:52.563794
4910;Herrengasse;U3;SIMMERING        ;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563804
4917;Erdberg;U3;SIMMERING;2026-02-12T17:47:45.000+0100;2026-02-12T17:47:45.000+0100;8;2026-02-12T17:39:52.563813
4933;Hütteldorfer Straße;U3;SIMMERING        ;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.563823
4925;Johnstraße;U3;OTTAKRING        ;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.563833
4901;Schlachthausgasse;U3;OTTAKRING        ;2026-02-12T17:40:45.000+0100;2026-02-12T17:40:45.000+0100;1;2026-02-12T17:39:52.563843
4941;Gasometer;U3;OTTAKRING;2026-02-12T17:43:45.000+0100;2026-02-12T17:43:45.000+0100;4;2026-02-12T17:39:52.563854
4939;Enkplatz;U3;OTTAKRING;2026-02-12T17:40:45.000+0100;2026-02-12T17:40:45.000+0100;1;2026-02-12T17:39:52.563863
4908;Volkstheater;U3;OTTAKRING     ;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.563873
4906;Stephansplatz;U3;OTTAKRING;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563882
4919;Zieglergasse;U3;OTTAKRING        ;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563892
4902;Kardinal-Nagl-Platz;U3;OTTAKRING        ;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563901
4924;Schweglerstraße;U3;OTTAKRING        ;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563911
4904;Landstraße;U3;OTTAKRING     ;2026-02-12T17:42:45.000+0100;2026-02-12T17:42:45.000+0100;3;2026-02-12T17:39:52.563921
4928;Hütteldorfer Straße;U3;OTTAKRING        ;2026-02-12T17:43:45.000+0100;2026-02-12T17:43:45.000+0100;4;2026-02-12T17:39:52.563931
4907;Herrengasse;U3;OTTAKRING        ;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.563941
4900;Erdberg;U3;OTTAKRING        ;2026-02-12T17:40:45.000+0100;2026-02-12T17:40:45.000+0100;1;2026-02-12T17:39:52.563951
4940;Zippererstraße;U3;OTTAKRING;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.563960
4938;Simmering;U3;OTTAKRING        ;2026-02-12T17:40:45.000+0100;2026-02-12T17:40:45.000+0100;1;2026-02-12T17:39:52.563970
4905;Stubentor;U3;OTTAKRING        ;2026-02-12T17:44:45.000+0100;2026-02-12T17:44:45.000+0100;5;2026-02-12T17:39:52.563980
4920;Westbahnhof;U3;OTTAKRING     ;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.563990
4918;Neubaugasse;U3;OTTAKRING        ;2026-02-12T17:40:45.000+0100;2026-02-12T17:40:45.000+0100;1;2026-02-12T17:39:52.563999
4903;Rochusgasse;U3;OTTAKRING        ;2026-02-12T17:41:45.000+0100;2026-02-12T17:41:45.000+0100;2;2026-02-12T17:39:52.564009
4929;Kendlerstraße;U3;OTTAKRING;2026-02-12T17:39:45.000+0100;2026-02-12T17:39:45.000+0100;0;2026-02-12T17:39:52.564018
