rbl;station;linie;richtung;geplant;tatsaechlich;countdown;timestamp_abruf
4646;Floridsdorf;U6;SIEBENHIRTEN;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:33.503726
4631;Alterlaa;U6;SIEBENHIRTEN;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:33.503738
4650;Jägerstraße;U6;SIEBENHIRTEN;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:33.503750
4647;Neue Donau;U6;SIEBENHIRTEN;2026-02-07T15:43:15.000+0100;2026-02-07T15:43:15.000+0100;3;2026-02-07T15:40:33.503761
4632;Erlaaer Straße;U6;SIEBENHIRTEN;2026-02-07T15:41:15.000+0100;2026-02-07T15:41:15.000+0100;1;2026-02-07T15:40:33.503773
4651;Spittelau;U6;SIEBENHIRTEN;2026-02-07T15:43:15.000+0100;2026-02-07T15:43:15.000+0100;3;2026-02-07T15:40:33.503784
4648;Handelskai;U6;SIEBENHIRTEN;2026-02-07T15:45:15.000+0100;2026-02-07T15:45:15.000+0100;5;2026-02-07T15:40:33.503795
4629;Tscherttegasse;U6;SIEBENHIRTEN;2026-02-07T15:46:15.000+0100;2026-02-07T15:46:15.000+0100;6;2026-02-07T15:40:33.503818
4923;Neubaugasse;U3;SIMMERING        ;2026-02-07T15:40:15.000+0100;2026-02-07T15:40:15.000+0100;0;2026-02-07T15:40:34.463942
4912;Stubentor;U3;SIMMERING        ;2026-02-07T15:40:15.000+0100;2026-02-07T15:40:15.000+0100;0;2026-02-07T15:40:34.463954
4916;Schlachthausgasse;U3;SIMMERING;2026-02-07T15:43:15.000+0100;2026-02-07T15:43:15.000+0100;3;2026-02-07T15:40:34.463965
4931;Ottakring;U3;SIMMERING        ;2026-02-07T15:41:15.000+0100;2026-02-07T15:41:15.000+0100;1;2026-02-07T15:40:34.463977
4936;Enkplatz;U3;SIMMERING        ;2026-02-07T15:43:15.000+0100;2026-02-07T15:43:15.000+0100;3;2026-02-07T15:40:34.463989
4927;Schweglerstraße;U3;SIMMERING        ;2026-02-07T15:41:15.000+0100;2026-02-07T15:41:15.000+0100;1;2026-02-07T15:40:34.464006
4913;Landstraße;U3;SIMMERING     ;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:34.464018
4917;Erdberg;U3;SIMMERING;2026-02-07T15:44:15.000+0100;2026-02-07T15:44:15.000+0100;4;2026-02-07T15:40:34.464030
4932;Kendlerstraße;U3;SIMMERING        ;2026-02-07T15:43:15.000+0100;2026-02-07T15:43:15.000+0100;3;2026-02-07T15:40:34.464042
4921;Westbahnhof;U3;SIMMERING     ;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:34.464053
4933;Hütteldorfer Straße;U3;SIMMERING        ;2026-02-07T15:44:15.000+0100;2026-02-07T15:44:15.000+0100;4;2026-02-07T15:40:34.464064
4914;Rochusgasse;U3;SIMMERING;2026-02-07T15:40:15.000+0100;2026-02-07T15:40:15.000+0100;0;2026-02-07T15:40:34.464075
4934;Gasometer;U3;SIMMERING        ;2026-02-07T15:40:15.000+0100;2026-02-07T15:40:15.000+0100;0;2026-02-07T15:40:34.464086
4922;Zieglergasse;U3;SIMMERING        ;2026-02-07T15:44:15.000+0100;2026-02-07T15:44:15.000+0100;4;2026-02-07T15:40:34.464098
4935;Zippererstraße;U3;SIMMERING        ;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:34.464109
4926;Johnstraße;U3;SIMMERING        ;2026-02-07T15:45:15.000+0100;2026-02-07T15:45:15.000+0100;5;2026-02-07T15:40:34.464120
4911;Stephansplatz;U3;SIMMERING     ;2026-02-07T15:45:15.000+0100;2026-02-07T15:45:15.000+0100;5;2026-02-07T15:40:34.464132
4915;Kardinal-Nagl-Platz;U3;SIMMERING;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:34.464147
4924;Schweglerstraße;U3;OTTAKRING        ;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:34.464159
4939;Enkplatz;U3;OTTAKRING        ;2026-02-07T15:41:15.000+0100;2026-02-07T15:41:15.000+0100;1;2026-02-07T15:40:34.464170
4918;Neubaugasse;U3;OTTAKRING        ;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:34.464181
4925;Johnstraße;U3;OTTAKRING        ;2026-02-07T15:44:15.000+0100;2026-02-07T15:44:15.000+0100;4;2026-02-07T15:40:34.464192
4940;Zippererstraße;U3;OTTAKRING        ;2026-02-07T15:42:15.000+0100;2026-02-07T15:42:15.000+0100;2;2026-02-07T15:40:34.464203
4919;Zieglergasse;U3;OTTAKRING        ;2026-02-07T15:43:15.000+0100;2026-02-07T15:43:15.000+0100;3;2026-02-07T15:40:34.464215
4941;Gasometer;U3;OTTAKRING        ;2026-02-07T15:43:15.000+0100;2026-02-07T15:43:15.000+0100;3;2026-02-07T15:40:34.464227
4928;Hütteldorfer Straße;U3;OTTAKRING        ;2026-02-07T15:45:15.000+0100;2026-02-07T15:45:15.000+0100;5;2026-02-07T15:40:34.464238
4920;Westbahnhof;U3;OTTAKRING     ;2026-02-07T15:40:15.000+0100;2026-02-07T15:40:15.000+0100;0;2026-02-07T15:40:34.464250
4929;Kendlerstraße;U3;OTTAKRING        ;2026-02-07T15:41:15.000+0100;2026-02-07T15:41:15.000+0100;1;2026-02-07T15:40:34.464261
4938;Simmering;U3;OTTAKRING        ;2026-02-07T15:45:15.000+0100;2026-02-07T15:45:15.000+0100;5;2026-02-07T15:40:34.464272
